fecha,ndvi_media,ndvi_mediana,ndvi_min,ndvi_max,pixeles_validos
2000-02-18,0.5266,0.5913,-0.197,0.9973,24460
2000-03-05,0.5021,0.5303,-0.2,0.9305,24013
2000-03-21,0.5726,0.5703,-0.2,0.9302,23213
2000-04-06,0.5058,0.5166,-0.2,0.9242,23698
2000-04-22,0.4721,0.5072,-0.2,0.9465,24271
2000-05-08,0.4722,0.5187,-0.2,0.9595,24447
2000-05-24,0.4366,0.4439,-0.1981,0.9313,24538
2000-06-09,0.4926,0.5928,-0.1902,0.9576,24516
2000-06-25,0.637,0.7884,-0.2,0.9634,24474
2000-07-11,0.6012,0.7505,-0.1974,0.967,24531
2000-07-27,0.5352,0.6833,-0.2,0.9982,24490
2000-08-12,0.4861,0.6082,-0.2,0.9801,24520
2000-08-28,0.6299,0.7697,-0.2,0.9822,24480
2000-09-13,0.696,0.799,-0.2,0.9891,24387
2000-09-29,0.6564,0.7965,-0.2,0.9544,24487
2000-10-15,0.6598,0.7976,-0.2,0.994,24421
2000-10-31,0.748,0.8104,-0.2,0.9776,23164
2000-11-16,0.6659,0.7968,-0.2,0.9768,23934
2000-12-02,0.712,0.7839,-0.2,0.937,23297
2000-12-18,0.6055,0.7242,-0.2,0.9627,24069
2001-01-01,0.559,0.6745,-0.2,0.9966,24175
2001-01-17,0.6323,0.6833,-0.2,0.9493,23286
2001-02-02,0.5381,0.5799,-0.2,0.9331,23916
2001-02-18,0.5668,0.5686,-0.2,0.9321,23209
2001-03-06,0.5348,0.5488,-0.2,0.909,23883
2001-03-22,0.5059,0.5188,-0.2,0.95,23805
2001-04-07,0.4785,0.4955,-0.2,0.9307,23743
2001-04-23,0.4961,0.5039,-0.2,0.9248,24193
2001-05-09,0.404,0.4445,-0.2,1.0,24454
2001-05-25,0.6121,0.7025,-0.2,0.9583,24435
2001-06-10,0.4475,0.4672,-0.1917,0.9299,24134
2001-06-26,0.5245,0.7216,-0.2,0.9908,24442
2001-07-12,0.6628,0.7818,-0.2,0.9936,24340
2001-07-28,0.6184,0.7624,-0.1994,0.9615,24473
2001-08-13,0.6578,0.7707,-0.2,0.9776,24328
2001-08-29,0.6672,0.7871,-0.2,0.9954,24498
2001-09-14,0.6636,0.7848,-0.1995,0.9943,24311
2001-09-30,0.6952,0.8073,-0.2,0.9939,24003
2001-10-16,0.6989,0.8079,-0.2,0.9977,24270
2001-11-01,0.6054,0.7737,-0.2,1.0,24343
2001-11-17,0.7094,0.8029,-0.2,0.9615,24100
2001-12-03,0.6239,0.7573,-0.2,0.9855,24117
2001-12-19,0.6033,0.7241,-0.2,0.9612,24284
2002-01-01,0.6424,0.7389,-0.2,0.9983,23946
2002-01-17,0.6113,0.6873,-0.2,0.9704,23502
2002-02-02,0.5907,0.6426,-0.2,0.9557,23705
2002-02-18,0.5843,0.6021,-0.2,0.9546,23306
2002-03-06,0.5276,0.543,-0.2,0.9323,23614
2002-03-22,0.4866,0.4838,-0.1996,0.9224,23037
2002-04-07,0.5043,0.5021,-0.2,0.9496,23394
2002-04-23,0.4674,0.4902,-0.2,0.9248,24433
2002-05-09,0.4538,0.4702,-0.2,0.9474,24019
2002-05-25,0.6075,0.7021,-0.2,0.9706,23779
2002-06-10,0.7227,0.7914,-0.2,0.96,23350
2002-06-26,0.6377,0.7938,-0.2,0.9749,24466
2002-07-12,0.6681,0.8071,-0.2,0.965,24498
2002-07-28,0.6741,0.8082,-0.2,0.9748,24506
2002-08-13,0.6649,0.787,-0.2,0.9544,24137
2002-08-29,0.6842,0.7962,-0.2,0.9826,24072
2002-09-14,0.6862,0.8009,-0.2,0.9871,24180
2002-09-30,0.6996,0.8151,-0.2,0.9935,23766
2002-10-16,0.722,0.8195,-0.2,0.9672,24090
2002-11-01,0.6814,0.806,-0.2,0.9696,24112
2002-11-17,0.6702,0.8028,-0.2,0.9642,24244
2002-12-03,0.6673,0.7667,-0.2,1.0,23813
2002-12-19,0.6931,0.7625,-0.2,0.9802,23680
2003-01-01,0.6093,0.7034,-0.2,0.9846,23951
2003-01-17,0.5983,0.65,-0.2,0.9719,23089
2003-02-02,0.5644,0.6026,-0.2,1.0,23712
2003-02-18,0.5634,0.5892,-0.2,0.9196,23874
2003-03-06,0.537,0.5519,-0.2,0.9271,23894
2003-03-22,0.5446,0.5579,-0.2,0.9848,23808
2003-04-07,0.5263,0.5441,-0.1996,0.947,23693
2003-04-23,0.525,0.5702,-0.2,0.9665,24432
2003-05-09,0.5258,0.6279,-0.2,0.9492,24485
2003-05-25,0.663,0.7693,-0.2,0.9464,24426
2003-06-10,0.6503,0.7698,-0.2,0.9588,24508
2003-06-26,0.6198,0.7696,-0.2,0.9819,24496
2003-07-12,0.493,0.5892,-0.194,0.9653,24493
2003-07-28,0.6325,0.7832,-0.2,1.0,24489
2003-08-13,0.6725,0.7898,-0.2,0.987,24256
2003-08-29,0.7129,0.8171,-0.2,0.9916,24523
2003-09-14,0.6693,0.789,-0.2,0.9847,24456
2003-09-30,0.5707,0.7086,-0.1994,0.9888,24428
2003-10-16,0.6779,0.7974,-0.2,0.9821,24217
2003-11-01,0.6126,0.759,-0.2,0.9796,24456
2003-11-17,0.5857,0.7557,-0.2,0.9858,24404
2003-12-03,0.6304,0.7798,-0.1989,0.9516,24220
2003-12-19,0.5716,0.7174,-0.2,0.9624,24160
2004-01-01,0.5767,0.697,-0.2,0.9602,24322
2004-01-17,0.7037,0.7376,-0.2,0.9583,22909
2004-02-02,0.6017,0.6642,-0.2,0.9935,24338
2004-02-18,0.5896,0.6338,-0.2,0.9207,24107
2004-03-05,0.4718,0.5245,-0.2,0.9904,24446
2004-03-21,0.5469,0.5495,-0.2,0.9252,24068
2004-04-06,0.5087,0.5324,-0.2,0.9245,24361
2004-04-22,0.4857,0.5235,-0.2,0.9437,24308
2004-05-08,0.438,0.48,-0.1981,0.9345,24462
2004-05-24,0.5735,0.6608,-0.2,0.9446,24298
2004-06-09,0.6308,0.7684,-0.2,0.9663,24495
2004-06-25,0.6676,0.7956,-0.2,0.9916,24446
2004-07-11,0.5988,0.7606,-0.2,0.9684,24482
2004-07-27,0.6205,0.7708,-0.1961,0.9872,24505
2004-08-12,0.6339,0.7806,-0.2,0.9714,24492
2004-08-28,0.6871,0.8031,-0.1978,0.9642,24520
2004-09-13,0.7071,0.7947,-0.2,0.9942,24072
2004-09-29,0.6502,0.7784,-0.2,1.0,24502
2004-10-15,0.6817,0.8021,-0.2,0.9787,24322
2004-10-31,0.6848,0.8125,-0.2,0.967,24490
2004-11-16,0.64,0.7775,-0.2,1.0,24421
2004-12-02,0.6815,0.7881,-0.2,1.0,24148
2004-12-18,0.6148,0.7114,-0.1994,0.9555,23587
2005-01-01,0.5621,0.6713,-0.2,0.9839,23898
2005-01-17,0.5617,0.6137,-0.2,0.9265,22949
2005-02-02,0.5584,0.5821,-0.2,0.9637,23255
2005-02-18,0.5859,0.581,-0.2,1.0,23056
2005-03-06,0.5834,0.588,-0.2,0.9421,22865
2005-03-22,0.5376,0.5801,-0.2,0.9655,24259
2005-04-07,0.5112,0.5557,-0.2,0.9322,24483
2005-04-23,0.5975,0.6684,-0.2,0.9831,24437
2005-05-09,0.54,0.619,-0.2,0.9424,24479
2005-05-25,0.6181,0.7104,-0.2,0.9545,24014
2005-06-10,0.6366,0.7601,-0.2,0.9754,24408
2005-06-26,0.7298,0.8192,-0.2,0.9735,24475
