fecha,ndvi_media,ndvi_mediana,ndvi_min,ndvi_max,pixeles_validos,tiles_usados
2022-09-14,0.7216,0.7866,-0.2,1.0,733361,1
2022-09-30,0.6095,0.7531,-0.2,1.0,735466,1
2022-10-16,0.7449,0.7945,-0.2,1.0,724952,1
2022-11-01,0.7369,0.7953,-0.2,1.0,731527,1
2022-11-17,0.7157,0.7824,-0.2,1.0,731755,1
2022-12-03,0.7601,0.7974,-0.2,1.0,728738,1
2022-12-19,0.7423,0.7813,-0.2,1.0,729379,1
2023-01-01,0.7294,0.7732,-0.2,1.0,729178,1
2023-01-17,0.7229,0.7666,-0.2,1.0,730594,1
2023-02-02,0.6873,0.736,-0.2,1.0,730860,1
2023-02-18,0.6813,0.7265,-0.2,1.0,729194,1
2023-03-06,0.6582,0.6942,-0.2,1.0,732899,1
2023-03-22,0.6563,0.696,-0.2,1.0,734128,1
2023-04-07,0.6452,0.6672,-0.2,1.0,730841,1
2023-04-23,0.6533,0.6807,-0.2,1.0,735298,1
2023-05-09,0.6283,0.6603,-0.2,1.0,734144,1
2023-05-25,0.6885,0.7263,-0.2,1.0,735516,1
2023-06-10,0.69,0.7386,-0.2,1.0,731400,1
2023-06-26,0.6717,0.7481,-0.2,1.0,735404,1
2023-07-12,0.7027,0.7735,-0.2,1.0,735383,1
2023-07-28,0.7329,0.7915,-0.2,1.0,733164,1
2023-08-13,0.7195,0.7711,-0.2,1.0,735797,1
2023-08-29,0.7323,0.7874,-0.2,1.0,732217,1
2023-09-14,0.7553,0.8011,-0.2,1.0,733773,1
2023-09-30,0.761,0.8077,-0.2,1.0,733447,1
2023-10-16,0.7148,0.7916,-0.2,1.0,734132,1
2023-11-01,0.7062,0.7912,-0.2,1.0,731670,1
2023-11-17,0.7786,0.8187,-0.2,1.0,733248,1
2023-12-03,0.752,0.8009,-0.2,1.0,728616,1
2023-12-19,0.7604,0.8033,-0.2,1.0,731930,1
2024-01-01,0.7558,0.7965,-0.2,1.0,730793,1
2024-01-17,0.695,0.7518,-0.2,1.0,732919,1
2024-02-02,0.7378,0.7832,-0.2,0.9993,727257,1
2024-02-18,0.7036,0.747,-0.2,0.9971,728514,1
2024-03-05,0.6402,0.6809,-0.2,1.0,732787,1
2024-03-21,0.6432,0.6639,-0.2,1.0,733603,1
2024-04-06,0.5953,0.6144,-0.2,1.0,732370,1
2024-04-22,0.622,0.6444,-0.2,1.0,731594,1
2024-05-08,0.5972,0.6334,-0.2,1.0,735883,1
2024-05-24,0.6459,0.6928,-0.2,1.0,734207,1
2024-06-09,0.6098,0.6753,-0.2,1.0,735564,1
2024-06-25,0.6711,0.7476,-0.2,1.0,735492,1
2024-07-11,0.627,0.7321,-0.2,0.9956,734949,1
2024-07-27,0.7246,0.7905,-0.2,0.9969,734704,1
2024-08-12,0.7113,0.7781,-0.2,1.0,734815,1
2024-08-28,0.7511,0.7991,-0.2,0.9986,735186,1
2024-09-13,0.739,0.8006,-0.2,1.0,735253,1
2024-09-29,0.7511,0.8006,-0.2,1.0,733033,1
2024-10-15,0.7081,0.7948,-0.2,1.0,732720,1
2024-10-31,0.7293,0.8017,-0.2,1.0,734492,1
2024-11-16,0.7677,0.8129,-0.2,1.0,729669,1
2024-12-02,0.7223,0.79,-0.2,0.9991,730365,1
2024-12-18,0.6778,0.7619,-0.2,1.0,735517,1
2025-01-01,0.7265,0.7819,-0.2,1.0,733149,1
2025-01-17,0.726,0.7808,-0.2,1.0,734030,1
2025-02-02,0.699,0.7543,-0.2,1.0,730897,1
2025-02-18,0.7197,0.7673,-0.2,1.0,729072,1
2025-03-06,0.7048,0.75,-0.2,1.0,731780,1
2025-03-22,0.6244,0.6794,-0.2,1.0,734123,1
2025-04-07,0.6546,0.7031,-0.2,1.0,732331,1
2025-04-23,0.6677,0.7063,-0.2,1.0,730548,1
2025-05-09,0.6591,0.7092,-0.2,1.0,735416,1
2025-05-25,0.6263,0.6915,-0.2,1.0,734976,1
2025-06-10,0.5903,0.6758,-0.2,0.9909,735654,1
2025-06-26,0.6684,0.7629,-0.2,1.0,734539,1
2025-07-12,0.6882,0.7732,-0.2,1.0,735692,1
2025-07-28,0.7269,0.7909,-0.2,1.0,734029,1
2025-08-13,0.7133,0.7786,-0.2,1.0,735884,1
2025-08-29,0.7271,0.7899,-0.2,1.0,735904,1
2025-09-14,0.7538,0.8044,-0.2,1.0,734921,1
2025-09-30,0.7511,0.8086,-0.2,1.0,734528,1
2025-10-16,0.7564,0.8086,-0.2,1.0,733079,1
2025-11-01,0.7179,0.7933,-0.2,1.0,734760,1
2025-11-17,0.7441,0.805,-0.2,1.0,733185,1
2025-12-03,0.7414,0.7954,-0.2,1.0,734357,1
2025-12-19,0.7349,0.7942,-0.2,1.0,730718,1
2026-01-01,0.7503,0.8003,-0.2,1.0,731224,1
2026-01-17,0.7314,0.7855,-0.2,1.0,732503,1
2026-02-02,0.7075,0.7674,-0.2,1.0,732880,1
2026-02-18,0.6828,0.7399,-0.2,1.0,732818,1
